s,C,mol/mol
Time,"TC_Center","CO_Center"
 3.3339450E+002, 1.8446265E+002, 1.6017078E-004
 3.3374685E+002, 1.8078067E+002, 1.5230646E-004
 3.3410875E+002, 1.7736517E+002, 1.4936324E-004
 3.3445778E+002, 1.7439742E+002, 1.4838385E-004
 3.3482205E+002, 1.7197932E+002, 1.4916802E-004
 3.3520090E+002, 1.7033164E+002, 1.5799163E-004
 3.3553664E+002, 1.6968772E+002, 1.6674545E-004
 3.3594288E+002, 1.6959149E+002, 1.6891592E-004
 3.3629337E+002, 1.6930438E+002, 1.6360206E-004
 3.3664385E+002, 1.6832048E+002, 1.5347906E-004
 3.3699434E+002, 1.6647025E+002, 1.4116009E-004
 3.3734482E+002, 1.6392734E+002, 1.3071644E-004
 3.3769531E+002, 1.6110835E+002, 1.2549912E-004
 3.3804580E+002, 1.5840367E+002, 1.2488982E-004
 3.3848390E+002, 1.5594541E+002, 1.2837752E-004
 3.3881093E+002, 1.5448072E+002, 1.3765304E-004
 3.3915923E+002, 1.5422041E+002, 1.5058933E-004
 3.3950655E+002, 1.5502808E+002, 1.7111131E-004
 3.3991856E+002, 1.5785998E+002, 2.0553927E-004
 3.4024818E+002, 1.6266379E+002, 2.4082616E-004
 3.4056932E+002, 1.6802280E+002, 2.6316843E-004
 3.4093899E+002, 1.7409503E+002, 2.7183814E-004
 3.4134084E+002, 1.8048075E+002, 2.7112268E-004
 3.4168908E+002, 1.8613962E+002, 2.6884065E-004
 3.4203031E+002, 1.9093647E+002, 2.6975775E-004
 3.4242844E+002, 1.9569539E+002, 2.7804506E-004
 3.4273928E+002, 2.0036033E+002, 2.9131459E-004
 3.4312783E+002, 2.0481309E+002, 3.0012341E-004
 3.4351637E+002, 2.0868456E+002, 2.8877684E-004
 3.4386158E+002, 2.1046957E+002, 2.6525516E-004
 3.4420932E+002, 2.1045945E+002, 2.4962410E-004
 3.4457713E+002, 2.0887300E+002, 2.3694896E-004
 3.4494494E+002, 2.0597952E+002, 2.2637083E-004
 3.4526861E+002, 2.0241445E+002, 2.1512086E-004
 3.4560846E+002, 1.9850662E+002, 2.0283160E-004
 3.4597654E+002, 1.9415109E+002, 1.8971413E-004
 3.4635551E+002, 1.8946494E+002, 1.7851500E-004
 3.4668033E+002, 1.8496650E+002, 1.7005067E-004
 3.4704528E+002, 1.8102552E+002, 1.6680496E-004
 3.4740557E+002, 1.7827624E+002, 1.8399534E-004
 3.4778747E+002, 1.7925270E+002, 2.4571032E-004
 3.4812038E+002, 1.8379832E+002, 2.8955173E-004
 3.4854425E+002, 1.8892100E+002, 2.7262744E-004
 3.4885904E+002, 1.9182690E+002, 2.4422762E-004
 3.4921939E+002, 1.9242432E+002, 2.2560394E-004
 3.4959921E+002, 1.9073859E+002, 2.0845797E-004
 3.4996242E+002, 1.8686329E+002, 1.9028384E-004
 3.5028746E+002, 1.8228071E+002, 1.7808660E-004
 3.5068318E+002, 1.7748236E+002, 1.7395541E-004
 3.5101442E+002, 1.7367998E+002, 1.7925063E-004
 3.5141191E+002, 1.7093664E+002, 1.8710086E-004
 3.5174592E+002, 1.6884317E+002, 1.9139064E-004
 3.5211759E+002, 1.6737573E+002, 1.9213389E-004
 3.5247245E+002, 1.6629460E+002, 1.9371165E-004
 3.5285640E+002, 1.6618295E+002, 2.0402981E-004
 3.5318830E+002, 1.6772515E+002, 2.3340878E-004
 3.5358603E+002, 1.7097041E+002, 2.6246946E-004
 3.5393493E+002, 1.7473710E+002, 2.4960349E-004
 3.5424099E+002, 1.7683222E+002, 2.1690264E-004
 3.5461570E+002, 1.7734183E+002, 2.0254977E-004
 3.5500634E+002, 1.7659277E+002, 2.0030035E-004
 3.5534556E+002, 1.7466062E+002, 1.9520825E-004
 3.5570833E+002, 1.7239809E+002, 1.9120201E-004
 3.5607110E+002, 1.7070461E+002, 1.9531909E-004
 3.5641616E+002, 1.7021373E+002, 2.0642828E-004
 3.5676813E+002, 1.7082387E+002, 2.1387013E-004
 3.5712011E+002, 1.7203406E+002, 2.0934046E-004
 3.5752237E+002, 1.7307788E+002, 1.9836788E-004
 3.5787938E+002, 1.7346029E+002, 1.8854913E-004
 3.5824874E+002, 1.7273764E+002, 1.7665836E-004
 3.5859809E+002, 1.7062767E+002, 1.6378019E-004
 3.5893171E+002, 1.6770431E+002, 1.5205482E-004
 3.5932135E+002, 1.6445826E+002, 1.4336840E-004
 3.5964383E+002, 1.6155300E+002, 1.4092318E-004
 3.6000000E+002, 1.5982866E+002, 1.5094111E-004
