s,C,mol/mol
 3.3516111E+002, 1.8777569E+002, 1.6140945E-004
 3.3552337E+002, 1.8351207E+002, 1.7998091E-004
 3.3589931E+002, 1.8178104E+002, 2.0552054E-004
 3.3626034E+002, 1.8295650E+002, 2.3939544E-004
 3.3660068E+002, 1.8626034E+002, 2.6605998E-004
 3.3696533E+002, 1.9080761E+002, 2.7820770E-004
 3.3732998E+002, 1.9496894E+002, 2.7259387E-004
 3.3769463E+002, 1.9687815E+002, 2.5459359E-004
 3.3805927E+002, 1.9652070E+002, 2.3498378E-004
 3.3842392E+002, 1.9410104E+002, 2.1582502E-004
 3.3876426E+002, 1.9112501E+002, 2.0597673E-004
 3.3912513E+002, 1.8781687E+002, 1.9868724E-004
 3.3948490E+002, 1.8414968E+002, 1.9429465E-004
 3.3984664E+002, 1.8059626E+002, 1.9329132E-004
 3.4022285E+002, 1.7753804E+002, 1.9216580E-004
 3.4057646E+002, 1.7498372E+002, 1.8831257E-004
 3.4093552E+002, 1.7251040E+002, 1.8169492E-004
 3.4130081E+002, 1.6955709E+002, 1.7313267E-004
 3.4165925E+002, 1.6596497E+002, 1.6335429E-004
 3.4201083E+002, 1.6195498E+002, 1.5407500E-004
 3.4237557E+002, 1.5770183E+002, 1.4681500E-004
 3.4272007E+002, 1.5348182E+002, 1.4362942E-004
 3.4308107E+002, 1.4972071E+002, 1.4563132E-004
 3.4344986E+002, 1.4675031E+002, 1.5175464E-004
 3.4381270E+002, 1.4500278E+002, 1.6142374E-004
 3.4417680E+002, 1.4435219E+002, 1.7214060E-004
 3.4453412E+002, 1.4452964E+002, 1.8106543E-004
 3.4488704E+002, 1.4545183E+002, 1.9093832E-004
 3.4526016E+002, 1.4809802E+002, 2.1633855E-004
 3.4562341E+002, 1.5284503E+002, 2.4197548E-004
 3.4596071E+002, 1.5855482E+002, 2.7059405E-004
 3.4634652E+002, 1.6597498E+002, 3.0429598E-004
 3.4670393E+002, 1.7554721E+002, 3.3325790E-004
 3.4705421E+002, 1.8518955E+002, 3.3772227E-004
 3.4740562E+002, 1.9266886E+002, 3.0845471E-004
 3.4777010E+002, 1.9536935E+002, 2.6669721E-004
 3.4813623E+002, 1.9368793E+002, 2.2356353E-004
 3.4848437E+002, 1.8899323E+002, 1.8931648E-004
 3.4885839E+002, 1.8265246E+002, 1.7063754E-004
 3.4921511E+002, 1.7635505E+002, 1.6307564E-004
 3.4957183E+002, 1.7143526E+002, 1.6789067E-004
 3.4993331E+002, 1.6892216E+002, 1.9075948E-004
 3.5028374E+002, 1.6944444E+002, 2.2415460E-004
 3.5065896E+002, 1.7416650E+002, 2.6710988E-004
 3.5101565E+002, 1.8321461E+002, 2.9536965E-004
 3.5137234E+002, 1.9221646E+002, 2.8563930E-004
 3.5172903E+002, 1.9800665E+002, 2.6880999E-004
 3.5208374E+002, 2.0048023E+002, 2.5596812E-004
 3.5244302E+002, 2.0047876E+002, 2.3032964E-004
 3.5282145E+002, 1.9799371E+002, 1.9979025E-004
 3.5316396E+002, 1.9323268E+002, 1.7611105E-004
 3.5352769E+002, 1.8711345E+002, 1.5750695E-004
 3.5388220E+002, 1.8012678E+002, 1.4463837E-004
 3.5424769E+002, 1.7314960E+002, 1.3892299E-004
 3.5461364E+002, 1.6670089E+002, 1.3983690E-004
 3.5496161E+002, 1.6156292E+002, 1.4610531E-004
 3.5532474E+002, 1.5781640E+002, 1.5594888E-004
 3.5568407E+002, 1.5541753E+002, 1.6793819E-004
 3.5605602E+002, 1.5412571E+002, 1.7544887E-004
 3.5640279E+002, 1.5326394E+002, 1.7930833E-004
 3.5676646E+002, 1.5257812E+002, 1.7738979E-004
 3.5712866E+002, 1.5144015E+002, 1.6699592E-004
 3.5749360E+002, 1.4975039E+002, 1.5441392E-004
 3.5785653E+002, 1.4767446E+002, 1.4312377E-004
 3.5820777E+002, 1.4547533E+002, 1.3672404E-004
 3.5857526E+002, 1.4372442E+002, 1.4163446E-004
 3.5893585E+002, 1.4327819E+002, 1.5570577E-004
 3.5929292E+002, 1.4437690E+002, 1.7440518E-004
 3.5964226E+002, 1.4709385E+002, 1.9963488E-004
 3.6000000E+002, 1.5192204E+002, 2.3311175E-004
